train_acc,train_loss,val_acc,val_loss
0.325,1.6709332466125488,0.32,1.7471665143966675
0.5416666666666666,1.5772583484649658,0.374,1.7294440269470215
0.6916666666666667,1.5490307807922363,0.436,1.7020782232284546
0.775,1.4375395774841309,0.504,1.6796776056289673
0.8333333333333334,1.3197392225265503,0.516,1.6510093212127686
0.8416666666666667,1.303497314453125,0.524,1.6389962434768677
0.875,1.2287285327911377,0.55,1.5857239961624146
0.8833333333333333,1.192548155784607,0.5680000000000001,1.5620146989822388
0.875,1.144652009010315,0.5680000000000001,1.5241825580596924
0.8833333333333333,1.0979329347610474,0.586,1.4806864261627197
0.8916666666666666,0.9995561242103577,0.582,1.460132122039795
0.8916666666666666,0.9810946583747864,0.594,1.4240765571594238
0.9,0.9736925959587097,0.62,1.4058074951171875
0.9,0.9013726711273193,0.614,1.3941293954849243
0.9,0.8918920159339905,0.624,1.3656501770019531
0.9249999999999999,0.828848123550415,0.634,1.3527331352233887
0.9333333333333333,0.7529128789901733,0.636,1.3097606897354126
0.9333333333333333,0.7073014974594116,0.644,1.2989792823791504
0.9416666666666667,0.6681250929832458,0.644,1.2705060243606567
0.95,0.6292998194694519,0.642,1.251604437828064
0.9416666666666667,0.616542398929596,0.64,1.231719970703125
0.9416666666666667,0.5676339268684387,0.65,1.203096628189087
0.95,0.53013676404953,0.668,1.1979199647903442
0.95,0.5025831460952759,0.656,1.1567268371582031
0.9416666666666667,0.4413459897041321,0.664,1.1505546569824219
0.9416666666666667,0.40661394596099854,0.664,1.1435723304748535
0.95,0.3908957540988922,0.662,1.120659589767456
0.9583333333333334,0.3469912111759186,0.668,1.1059467792510986
0.95,0.3144565522670746,0.662,1.0798227787017822
0.9583333333333334,0.2835599184036255,0.656,1.0862855911254883
0.95,0.24343742430210114,0.662,1.0715296268463135
0.9583333333333334,0.24616028368473053,0.666,1.0805379152297974
0.9583333333333334,0.20933030545711517,0.654,1.048822045326233
0.9583333333333334,0.1900879293680191,0.666,1.0565036535263062
0.9583333333333334,0.18335863947868347,0.66,1.0581071376800537
0.95,0.16344232857227325,0.658,1.0447163581848145
0.975,0.134648397564888,0.666,1.0642085075378418
0.9833333333333333,0.14030757546424866,0.676,1.0540270805358887
0.975,0.12337028235197067,0.668,1.054323434829712
0.975,0.1200849637389183,0.656,1.0930708646774292
0.975,0.0998959168791771,0.674,1.088412880897522
0.975,0.10133714973926544,0.67,1.1048264503479004
0.9833333333333333,0.09856606274843216,0.666,1.0691152811050415
0.975,0.09102131426334381,0.67,1.1073499917984009
0.9833333333333333,0.08421516418457031,0.668,1.0915019512176514
0.975,0.07957290858030319,0.662,1.1341044902801514
0.975,0.08109067380428314,0.656,1.1456010341644287
0.9666666666666667,0.086652010679245,0.666,1.1139070987701416
0.975,0.07826889306306839,0.662,1.1254277229309082
0.975,0.06794655323028564,0.666,1.1585183143615723
1.0,0.06708230823278427,0.666,1.129556655883789
0.9916666666666667,0.06293198466300964,0.664,1.1608244180679321
1.0,0.05833498388528824,0.664,1.1931442022323608
1.0,0.05580376833677292,0.662,1.2088289260864258
1.0,0.047609422355890274,0.662,1.2354873418807983
1.0,0.04481269419193268,0.662,1.2213177680969238
1.0,0.04713546112179756,0.656,1.2113029956817627
0.9916666666666667,0.0401165634393692,0.662,1.2477402687072754
1.0,0.046259451657533646,0.656,1.239892601966858
1.0,0.03908808156847954,0.648,1.2579303979873657
1.0,0.04245626553893089,0.65,1.2721723318099976
1.0,0.040585316717624664,0.646,1.2961761951446533
1.0,0.039772313088178635,0.642,1.3286374807357788
1.0,0.03921143710613251,0.64,1.31748366355896
1.0,0.040362317115068436,0.642,1.296917200088501
1.0,0.033962052315473557,0.64,1.3143852949142456
1.0,0.03690103814005852,0.642,1.317445993423462
1.0,0.033478494733572006,0.642,1.338706135749817
1.0,0.03366183862090111,0.646,1.2927377223968506
1.0,0.03201744705438614,0.65,1.3851107358932495
0.9916666666666667,0.033974118530750275,0.644,1.3591623306274414
1.0,0.029635317623615265,0.65,1.330759882926941
0.9916666666666667,0.029322504997253418,0.65,1.313631534576416
1.0,0.026949020102620125,0.648,1.377923846244812
0.9916666666666667,0.030034294351935387,0.654,1.360337734222412
0.9916666666666667,0.032924506813287735,0.656,1.3883588314056396
1.0,0.02891356125473976,0.654,1.3758758306503296
1.0,0.029801877215504646,0.656,1.384158730506897
1.0,0.02713157795369625,0.65,1.4080041646957397
1.0,0.02062966860830784,0.646,1.387016773223877
1.0,0.024565499275922775,0.646,1.3933477401733398
1.0,0.024542098864912987,0.64,1.4541321992874146
1.0,0.022770442068576813,0.642,1.4483213424682617
1.0,0.02513139322400093,0.638,1.4864474534988403
1.0,0.02369575947523117,0.63,1.467740535736084
1.0,0.02303289622068405,0.63,1.4521479606628418
1.0,0.027555936947464943,0.636,1.4891653060913086
0.9916666666666667,0.02186703309416771,0.636,1.511940836906433
1.0,0.024185610935091972,0.634,1.5507328510284424
1.0,0.020333560183644295,0.634,1.5327171087265015
1.0,0.019933076575398445,0.634,1.5194121599197388
1.0,0.01726774498820305,0.64,1.5893018245697021
1.0,0.016543583944439888,0.648,1.5075379610061646
1.0,0.0192242618650198,0.652,1.4309628009796143
1.0,0.017134176567196846,0.658,1.5045913457870483
1.0,0.015498085878789425,0.646,1.5432355403900146
1.0,0.021605931222438812,0.652,1.4752557277679443
1.0,0.016623228788375854,0.65,1.4733026027679443
0.9916666666666667,0.02327270433306694,0.648,1.450497031211853
0.9916666666666667,0.02300659753382206,0.654,1.5335097312927246
