train_acc,train_loss,val_acc,val_loss
0.16666666666666666,1.7916957139968872,0.188,1.7916169166564941
0.16666666666666666,1.791629433631897,0.188,1.791807770729065
0.16666666666666666,1.791561245918274,0.188,1.7919117212295532
0.16666666666666666,1.7914979457855225,0.188,1.791947841644287
0.16666666666666666,1.791436791419983,0.188,1.7919477224349976
0.16666666666666666,1.7913769483566284,0.188,1.7919247150421143
0.16666666666666666,1.791321039199829,0.188,1.7918888330459595
0.16666666666666666,1.791269302368164,0.188,1.791853904724121
0.16666666666666666,1.7912205457687378,0.188,1.7917983531951904
0.16666666666666666,1.7911732196807861,0.188,1.7917587757110596
0.16666666666666666,1.7911276817321777,0.188,1.791716456413269
0.16666666666666666,1.791079044342041,0.188,1.7916948795318604
0.16666666666666666,1.7910302877426147,0.188,1.7916769981384277
0.16666666666666666,1.7909785509109497,0.188,1.7916706800460815
0.16666666666666666,1.7909244298934937,0.188,1.7916618585586548
0.16666666666666666,1.790871262550354,0.188,1.7916676998138428
0.16666666666666666,1.790819764137268,0.188,1.7916675806045532
0.16666666666666666,1.7907646894454956,0.188,1.7916669845581055
0.16666666666666666,1.7907081842422485,0.182,1.7916462421417236
0.16666666666666666,1.7906512022018433,0.182,1.7916029691696167
0.16666666666666666,1.790594220161438,0.182,1.7915667295455933
0.16666666666666666,1.7905374765396118,0.182,1.7915376424789429
0.16666666666666666,1.7904819250106812,0.182,1.7915183305740356
0.15833333333333333,1.7904270887374878,0.18,1.7915055751800537
0.15833333333333333,1.7903692722320557,0.18,1.7915095090866089
0.15,1.7903120517730713,0.18,1.791509747505188
0.15,1.790254831314087,0.18,1.7915176153182983
0.15,1.7902010679244995,0.18,1.7915172576904297
0.15,1.7901475429534912,0.18,1.7915235757827759
0.15,1.7900941371917725,0.18,1.791546106338501
0.15,1.7900452613830566,0.17400000000000002,1.7915616035461426
0.15,1.7899937629699707,0.17400000000000002,1.7915810346603394
0.15,1.7899419069290161,0.17200000000000001,1.7915973663330078
0.15,1.7898880243301392,0.17200000000000001,1.7916178703308105
0.15,1.7898331880569458,0.17,1.7916457653045654
0.15,1.7897776365280151,0.17,1.7916600704193115
0.15,1.789717197418213,0.168,1.7916899919509888
