train_acc,train_loss,val_acc,val_loss
0.23333333333333334,1.791748046875,0.158,1.7921266555786133
0.16666666666666666,1.7916922569274902,0.058,1.7921202182769775
0.16666666666666666,1.7916172742843628,0.058,1.792206048965454
0.16666666666666666,1.7915688753128052,0.058,1.792324423789978
0.16666666666666666,1.7914700508117676,0.058,1.7923225164413452
0.16666666666666666,1.7912873029708862,0.06,1.7921631336212158
0.2833333333333333,1.7910702228546143,0.19,1.7918989658355713
0.25,1.7907606363296509,0.186,1.7914916276931763
0.2916666666666667,1.7903141975402832,0.202,1.791149616241455
0.3,1.7898616790771484,0.224,1.7907416820526123
0.31666666666666665,1.7892299890518188,0.202,1.7903512716293335
0.3333333333333333,1.7882236242294312,0.202,1.789648175239563
0.35,1.7868911027908325,0.20600000000000002,1.7887301445007324
0.35,1.7851451635360718,0.20800000000000002,1.7876421213150024
0.3833333333333333,1.7827093601226807,0.20600000000000002,1.7860264778137207
0.35,1.7795075178146362,0.198,1.783951997756958
0.30833333333333335,1.7752336263656616,0.196,1.7814544439315796
0.3,1.7694718837738037,0.198,1.778315544128418
0.2833333333333333,1.7615913152694702,0.194,1.7740412950515747
0.3,1.7505918741226196,0.198,1.7673115730285645
0.2916666666666667,1.7352678775787354,0.192,1.758607029914856
0.2833333333333333,1.7136119604110718,0.192,1.7477176189422607
0.2833333333333333,1.6842652559280396,0.18,1.7355111837387085
0.2833333333333333,1.6463100910186768,0.186,1.7184594869613647
0.2833333333333333,1.6005444526672363,0.188,1.6992300748825073
0.2833333333333333,1.5523217916488647,0.186,1.686767816543579
0.2833333333333333,1.5123697519302368,0.184,1.6854664087295532
0.31666666666666665,1.4867198467254639,0.29,1.7047483921051025
0.30833333333333335,1.470263957977295,0.306,1.7178529500961304
0.30833333333333335,1.4542526006698608,0.304,1.6877124309539795
0.3333333333333333,1.4370042085647583,0.292,1.6527823209762573
0.3333333333333333,1.419268250465393,0.28600000000000003,1.6345646381378174
0.3333333333333333,1.3932017087936401,0.28400000000000003,1.6406941413879395
0.3333333333333333,1.361897587776184,0.294,1.699837565422058
0.325,1.3352718353271484,0.28800000000000003,1.740499496459961
0.3333333333333333,1.3044838905334473,0.3,1.7516568899154663
0.3333333333333333,1.275292992591858,0.3,1.7693134546279907
0.3333333333333333,1.2322722673416138,0.28800000000000003,1.948248267173767
0.4166666666666667,1.2173104286193848,0.358,1.8551090955734253
0.4,1.1775166988372803,0.366,1.9588751792907715
0.36666666666666664,1.1727807521820068,0.358,2.156001567840576
0.45,1.144755482673645,0.374,1.9612033367156982
0.4,1.2471264600753784,0.318,1.9910061359405518
0.3333333333333333,1.1880340576171875,0.324,2.3045883178710938
0.3,1.3478301763534546,0.3,2.960050106048584
0.31666666666666665,1.2306815385818481,0.298,2.612508773803711
0.4083333333333333,1.1317172050476074,0.33,2.1330368518829346
0.4583333333333333,1.1299808025360107,0.37,1.8736555576324463
0.4166666666666667,1.1698565483093262,0.364,1.8005733489990234
0.44166666666666665,1.1618893146514893,0.372,1.7768616676330566
0.475,1.1244992017745972,0.394,1.7621371746063232
0.4166666666666667,1.1190203428268433,0.388,1.7798378467559814
0.4583333333333333,1.130547285079956,0.392,1.809593915939331
0.35,1.1382774114608765,0.36,1.8190170526504517
0.36666666666666664,1.136182188987732,0.362,1.8077566623687744
0.4,1.1219443082809448,0.374,1.7796688079833984
0.425,1.11311674118042,0.364,1.7735124826431274
0.425,1.1135870218276978,0.358,1.7913349866867065
0.4166666666666667,1.0981696844100952,0.34800000000000003,1.8065396547317505
0.4083333333333333,1.0911877155303955,0.358,1.8367081880569458
0.39166666666666666,1.087334156036377,0.354,1.8754023313522339
0.4,1.0686496496200562,0.34600000000000003,1.8943681716918945
0.4583333333333333,1.0420080423355103,0.368,1.9032318592071533
0.475,1.035396933555603,0.358,1.9362517595291138
0.475,1.018980622291565,0.384,1.9644273519515991
0.49166666666666664,1.0067788362503052,0.386,2.0094118118286133
0.5,1.0159531831741333,0.388,2.0806238651275635
0.5083333333333333,1.0107700824737549,0.388,2.1160855293273926
0.475,0.994312047958374,0.394,2.1086299419403076
0.5083333333333333,0.9867141246795654,0.392,2.1280384063720703
0.525,0.9761857986450195,0.404,2.1560826301574707
0.4666666666666667,0.976023256778717,0.382,2.1921489238739014
0.48333333333333334,0.9736167192459106,0.38,2.2232913970947266
0.49166666666666664,0.9660894870758057,0.366,2.2521870136260986
0.49166666666666664,0.96687251329422,0.358,2.2801499366760254
0.49166666666666664,0.9662103056907654,0.356,2.3089518547058105
0.525,0.9526625871658325,0.378,2.315084934234619
0.5166666666666666,0.9379974007606506,0.374,2.302536964416504
0.525,0.9311586618423462,0.378,2.2955820560455322
0.5,0.9545977115631104,0.382,2.3366589546203613
0.5416666666666666,0.929070770740509,0.382,2.2938590049743652
0.5416666666666666,0.9231462478637695,0.392,2.235562324523926
0.5416666666666666,0.9131640791893005,0.368,2.2395451068878174
0.49166666666666664,0.9431117177009583,0.37,2.3100194931030273
0.5083333333333333,0.9306713342666626,0.368,2.2829365730285645
0.49166666666666664,0.9012479186058044,0.364,2.2242431640625
0.5166666666666666,0.8985679149627686,0.36,2.2247414588928223
0.525,0.8932939171791077,0.362,2.2372827529907227
0.5583333333333333,0.8965608477592468,0.366,2.2683286666870117
0.5416666666666666,0.898342490196228,0.364,2.2917542457580566
0.5333333333333333,0.8819015026092529,0.378,2.235424280166626
0.5333333333333333,0.8751970529556274,0.378,2.250215768814087
0.5333333333333333,0.907763659954071,0.376,2.3249495029449463
0.55,0.8700811266899109,0.39,2.241992712020874
0.5416666666666666,0.905902624130249,0.396,2.1981077194213867
0.55,0.8723543882369995,0.394,2.220446825027466
0.5416666666666666,0.8839177489280701,0.364,2.2648205757141113
0.5416666666666666,0.8692721724510193,0.384,2.2257168292999268
0.5583333333333333,0.87624591588974,0.4,2.2002837657928467
0.5416666666666666,0.8632341027259827,0.398,2.231717109680176
